"Base","Style","From","R","G","B","ShiftR","ShiftG","ShiftB"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÅÂ±Ç¼Ò³âÆ÷¸µ_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚ°Ç³Ê_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚ°Ç³Ê_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚ°Ç³Ê_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚ°Ç³Ê_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚ°Ç³Ê_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚ°Ç³Ê_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚ°Ç³Ê_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚ°Ç³Ê_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚ°Ç³Ê_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚ°Ç³Ê_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚ°Ç³Ê_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚ°Ç³Ê_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚ°Ç³Ê_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚ°Ç³Ê_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚ°Ç³Ê_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚ°Ç³Ê_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚ°Ç³Ê_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚ°Ç³Ê_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚ°Ç³Ê_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚ°Ç³Ê_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚ°Ç³Ê_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚ°Ç³Ê_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚ°Ë»ç_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚ°Ë»ç_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚ°Ë»ç_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚ°Ë»ç_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚ°Ë»ç_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚ°Ë»ç_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚ°Ë»ç_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚ°Ë»ç_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚ°Ë»ç_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚ°Ë»ç_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚ°Ë»ç_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚ°Ë»ç_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚ°Ë»ç_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚ°Ë»ç_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚ°Ë»ç_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚ°Ë»ç_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚ°Ë»ç_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚ°Ë»ç_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚ°Ë»ç_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚ°Ë»ç_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚ°Ë»ç_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚ°Ë»ç_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚ·Î³ª_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚ·Î³ª_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚ·Î³ª_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚ·Î³ª_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚ·Î³ª_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚ·Î³ª_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚ·Î³ª_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚ·Î³ª_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚ·Î³ª_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚ·Î³ª_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚ·Î³ª_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚ·Î³ª_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚ·Î³ª_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚ·Î³ª_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚ·Î³ª_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚ·Î³ª_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚ·Î³ª_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚ·Î³ª_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚ·Î³ª_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚ·Î³ª_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚ·Î³ª_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚ·Î³ª_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆäÄÚ_±â»ç_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆäÄÚ_±â»ç_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆäÄÚ_±â»ç_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆäÄÚ_±â»ç_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆäÄÚ_±â»ç_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆäÄÚ_±â»ç_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆäÄÚ_±â»ç_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆäÄÚ_±â»ç_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆäÄÚ_±â»ç_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆäÄÚ_±â»ç_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆäÄÚ_±â»ç_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆäÄÚ_±â»ç_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆäÄÚ_Å©·ç_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆäÄÚ_Å©·ç_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆÈ¶ó_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆÈ¶ó_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆÈ¶ó_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆÈ¶ó_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆÈ¶ó_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆÈ¶ó_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆÈ¶ó_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆÈ¶ó_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆÈ¶ó_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆÈ¶ó_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆÈ¶ó_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆÈ¶ó_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆÈ¶ó_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆÈ¶ó_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆÈ¶ó_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆÈ¶ó_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆÈ¶ó_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆÈ¶ó_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆÈ¶ó_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆÈ¶ó_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆÈ¶ó_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆÈ¶ó_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆÈ¶óµò_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆÈ¶óµò_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆÈ¶óµò_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆÈ¶óµò_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆÈ¶óµò_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆÈ¶óµò_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆÈ¶óµò_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆÈ¶óµò_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆÈ¶óµò_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆÈ¶óµò_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆÈ¶óµò_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆäÄÚÆÈ¶óµò_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆäÄÚÆÈ¶óµò_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆäÄÚÆÈ¶óµò_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆäÄÚÆÈ¶óµò_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆäÄÚÆÈ¶óµò_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆäÄÚÆÈ¶óµò_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆäÄÚÆÈ¶óµò_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆäÄÚÆÈ¶óµò_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆäÄÚÆÈ¶óµò_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆäÄÚÆÈ¶óµò_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆäÄÚÆÈ¶óµò_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆÈ¶óµò_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆÈ¶óµò_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÆÈ¶óµò_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆÈ¶óµò_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÆÈ¶óµò_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÆÈ¶óµò_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÆÈ¶óµò_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆÈ¶óµò_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆÈ¶óµò_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆÈ¶óµò_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÆÈ¶óµò_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÆÈ¶óµò_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÆÈ¶óµò_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÆÈ¶óµò_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÆÈ¶óµò_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÆÈ¶óµò_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÆÈ¶óµò_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÆÈ¶óµò_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÆÈ¶óµò_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÆÈ¶óµò_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÆÈ¶óµò_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÆÈ¶óµò_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÁ·ÎÆä¼­_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÁ·ÎÆä¼­_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÁ·ÎÆä¼­_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÁ·ÎÆä¼­_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÁ·ÎÆä¼­_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÁ·ÎÆä¼­_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÁ·ÎÆä¼­_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÁ·ÎÆä¼­_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÁ·ÎÆä¼­_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÁ·ÎÆä¼­_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÁ·ÎÆä¼­_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÁ·ÎÆä¼­_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÁ·ÎÆä¼­_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÁ·ÎÆä¼­_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÁ·ÎÆä¼­_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÁ·ÎÆä¼­_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÁ·ÎÆä¼­_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÁ·ÎÆä¼­_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÁ·ÎÆä¼­_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÁ·ÎÆä¼­_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÁ·ÎÆä¼­_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÁ·ÎÆä¼­_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÁ¸®½ºÆ®_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÁ¸®½ºÆ®_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÁ¸®½ºÆ®_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÁ¸®½ºÆ®_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÁ¸®½ºÆ®_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÁ¸®½ºÆ®_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÁ¸®½ºÆ®_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÁ¸®½ºÆ®_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÁ¸®½ºÆ®_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÁ¸®½ºÆ®_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÁ¸®½ºÆ®_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÁ¸®½ºÆ®_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÁ¸®½ºÆ®_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÁ¸®½ºÆ®_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÁ¸®½ºÆ®_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÁ¸®½ºÆ®_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÁ¸®½ºÆ®_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÁ¸®½ºÆ®_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÁ¸®½ºÆ®_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÁ¸®½ºÆ®_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÁ¸®½ºÆ®_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÁ¸®½ºÆ®_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÁ¸®½ºÆ®¾ËÆÄÄ«_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇåÅÍ_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇåÅÍ_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÇåÅÍ_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇåÅÍ_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÇåÅÍ_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÇåÅÍ_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÇåÅÍ_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇåÅÍ_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇåÅÍ_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇåÅÍ_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÇåÅÍ_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇåÅÍ_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇåÅÍ_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÇåÅÍ_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇåÅÍ_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÇåÅÍ_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÇåÅÍ_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÇåÅÍ_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇåÅÍ_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇåÅÍ_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇåÅÍ_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÇåÅÍ_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÏÀÌÀ§Àúµå_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÏÀÌÀ§Àúµå_³²","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÏÀÌÀ§Àúµå_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÏÀÌÀ§Àúµå_³²","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÏÀÌÀ§Àúµå_³²","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÏÀÌÀ§Àúµå_³²","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÏÀÌÀ§Àúµå_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÏÀÌÀ§Àúµå_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÏÀÌÀ§Àúµå_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÏÀÌÀ§Àúµå_³²","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÏÀÌÀ§Àúµå_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"ÇÏÀÌÀ§Àúµå_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"ÇÏÀÌÀ§Àúµå_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"ÇÏÀÌÀ§Àúµå_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"ÇÏÀÌÀ§Àúµå_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"ÇÏÀÌÀ§Àúµå_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"ÇÏÀÌÀ§Àúµå_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"ÇÏÀÌÀ§Àúµå_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"ÇÏÀÌÀ§Àúµå_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"ÇÏÀÌÀ§Àúµå_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"ÇÏÀÌÀ§Àúµå_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"ÇÏÀÌÀ§Àúµå_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
